review_id,booking_id,customer_id,driver_id,review_text,star_rating,review_date,label,trust_score,reason
REV000038,BK000101,CUST00086,DRV0024,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-04-24 11:14:14,Genuine,95.0,Highly specific and balanced feedback.
REV000039,BK000102,CUST01451,DRV0249,"Excellent service, driver helped with my luggage and was very professional.",5,2025-11-27 02:06:18,Suspicious,20.0,Multiple exact duplicates of previous reviews.
REV000040,BK000105,CUST00381,DRV0090,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-09-19 21:02:26,Suspicious,35.0,Exact duplicate of a previous review.
REV000041,BK000110,CUST00284,DRV0166,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-08-07 08:04:49,Genuine,95.0,Specific details about route taken.
REV000042,BK000114,CUST01692,DRV0020,AC wasn't working properly but driver was courteous. Fare was reasonable for 5.3km.,3,2025-04-02 05:14:11,Genuine,98.0,"Details about AC, driver, and distance."
REV000043,BK000115,CUST01232,DRV0086,Driver Zashil was very polite and the Sedan was clean. Reached on time despite traffic near Hyderabad.,5,2025-04-13 18:46:20,Genuine,98.0,"Specific driver name, vehicle type, and location detail."
REV000044,BK000116,CUST01614,DRV0278,Driver Hemani was very polite and the Mini was clean. Reached on time despite traffic near Chennai.,4,2025-01-23 10:59:42,Suspicious,50.0,Similar structure to another review with minor changes.
REV000045,BK000117,CUST01386,DRV0295,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-08-27 18:10:28,Suspicious,30.0,Exact duplicate of a previous review.
REV000046,BK000119,CUST00990,DRV0341,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-08-03 05:31:50,Genuine,90.0,Mentions specific issue with route taken.
REV000047,BK000125,CUST00756,DRV0208,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",4,2025-07-04 03:56:45,Genuine,90.0,Specific details about vehicle and driver's route knowledge.
REV000048,BK000129,CUST01734,DRV0127,best app best driver,5,2025-05-21 12:11:56,Suspicious,40.0,Extremely generic and lacks specific details.
REV000049,BK000130,CUST01792,DRV0125,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",4,2025-01-08 09:59:10,Suspicious,30.0,Exact duplicate of a previous review.
REV000050,BK000131,CUST01237,DRV0339,"Good experience overall, vehicle was in good condition. Driver knew the Chennai routes well.",5,2025-08-01 04:23:25,Suspicious,50.0,Similar structure to other reviews with city change.
REV000051,BK000132,CUST00988,DRV0018,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-03-22 05:19:39,Genuine,85.0,"Specific details, positive sentiment."
REV000052,BK000133,CUST00763,DRV0278,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-11-12 15:08:18,Suspicious,30.0,Identical to previous review.
REV000053,BK000135,CUST01414,DRV0080,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-01-10 10:27:31,Suspicious,20.0,Identical to multiple previous reviews.
REV000054,BK000140,CUST00967,DRV0126,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-02-10 06:41:04,Suspicious,30.0,"Repeated text, inconsistent star rating."
REV000055,BK000141,CUST00911,DRV0176,nice,5,2025-04-12 19:55:31,Suspicious,15.0,Extremely short and generic text.
REV000056,BK000142,CUST00325,DRV0322,Driver Hemangini was very polite and the Prime SUV was clean. Reached on time despite traffic near Hyderabad.,5,2025-02-01 02:04:43,Genuine,95.0,"Highly specific details, perfect match."
REV000057,BK000144,CUST00429,DRV0216,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-04-17 14:23:38,Suspicious,30.0,Identical to previous reviews.
REV000058,BK000149,CUST01354,DRV0150,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-03-31 03:33:22,Suspicious,25.0,Identical to multiple previous reviews.
REV000059,BK000151,CUST01635,DRV0256,Driver Fariq was very polite and the Sedan was clean. Reached on time despite traffic near Hyderabad.,5,2025-12-12 19:54:27,Genuine,90.0,"Highly specific details, perfect match."
REV000060,BK000155,CUST00410,DRV0259,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-09-11 02:12:47,Suspicious,20.0,Identical to multiple previous reviews.
REV000061,BK000156,CUST00201,DRV0220,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-12-20 08:09:50,Genuine,90.0,Specific details on timing and communication
REV000062,BK000158,CUST01517,DRV0321,"Excellent service, driver helped with my luggage and was very professional.",5,2025-04-02 07:27:55,Genuine,95.0,Specific detail about driver helping with luggage
REV000063,BK000160,CUST00069,DRV0346,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-03-17 04:22:28,Genuine,90.0,Specific mention of route choice and time saved
REV000064,BK000161,CUST01657,DRV0199,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-03-30 00:21:21,Genuine,85.0,Specific negative detail about route and fare
REV000065,BK000165,CUST01494,DRV0007,AC wasn't working properly but driver was courteous. Fare was reasonable for 0.8km.,4,2025-09-19 12:09:14,Genuine,98.0,"Highly specific details: AC, courtesy, exact distance"
REV000066,BK000166,CUST00164,DRV0037,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-05-11 08:48:58,Suspicious,40.0,Exact duplicate of a previous review
REV000067,BK000169,CUST01739,DRV0275,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-03-21 22:01:22,Genuine,90.0,Specific details about vehicle condition and driver knowledge
REV000068,BK000175,CUST00055,DRV0040,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-12-28 19:58:34,Suspicious,35.0,Exact duplicate of a previous review
REV000069,BK000176,CUST00653,DRV0173,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-09-08 22:58:56,Suspicious,30.0,Exact duplicate of a previous review (third instance)
REV000070,BK000177,CUST01659,DRV0252,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-12-18 20:38:19,Genuine,88.0,Rating aligns with neutral sentiment and specific detail
REV000071,BK000181,CUST00440,DRV0140,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-10-27 17:58:45,Genuine,80.0,"Moderately specific, first instance"
REV000072,BK000182,CUST00545,DRV0234,Driver Xalak was very polite and the Bike was clean. Reached on time despite traffic near Chennai.,5,2025-02-19 18:35:18,Genuine,95.0,Highly specific details and location
REV000073,BK000183,CUST00412,DRV0046,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-01-30 21:53:31,Genuine,90.0,Specific details like vehicle and route knowledge
REV000074,BK000184,CUST01079,DRV0322,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-02-13 03:23:05,Suspicious,40.0,Exact duplicate of a previous review
REV000075,BK000185,CUST00223,DRV0151,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-01-13 13:36:11,Genuine,90.0,"Specific negative detail, consistent rating"
REV000076,BK000186,CUST00491,DRV0252,"Excellent service, driver helped with my luggage and was very professional.",4,2025-10-20 10:44:30,Genuine,90.0,"Specific positive detail, consistent rating"
REV000077,BK000188,CUST00777,DRV0105,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-06-16 21:50:43,Suspicious,30.0,"Repeated text, star rating mismatch"
REV000078,BK000192,CUST00180,DRV0297,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-04-22 06:27:44,Suspicious,25.0,"Repeated text, star rating mismatch, high repetition"
REV000079,BK000194,CUST00616,DRV0213,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-11-01 13:15:50,Suspicious,20.0,Extreme repetition of generic text
REV000080,BK000197,CUST00847,DRV0002,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-08-01 20:38:50,Suspicious,15.0,Extreme repetition of generic text
REV000081,BK000198,CUST00770,DRV0099,AC wasn't working properly but driver was courteous. Fare was reasonable for 4.5km.,4,2025-04-03 14:40:38,Genuine,90.0,"Specific details, consistent rating."
REV000082,BK000200,CUST01484,DRV0151,Driver Udyati was very polite and the Auto was clean. Reached on time despite traffic near Delhi.,5,2025-05-20 04:13:34,Genuine,95.0,Highly specific details including driver name and location.
REV000083,BK000204,CUST01076,DRV0320,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-11-22 01:24:40,Genuine,85.0,Specific details about driver knowledge and location.
REV000084,BK000211,CUST00064,DRV0042,"Excellent service, driver helped with my luggage and was very professional.",4,2025-06-02 19:18:53,Genuine,80.0,Specific detail about driver assisting with luggage.
REV000085,BK000215,CUST01154,DRV0046,AC wasn't working properly but driver was courteous. Fare was reasonable for 6.5km.,4,2025-09-13 08:17:09,Suspicious,30.0,"Highly similar to another review, only distance changed."
REV000086,BK000218,CUST00884,DRV0065,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-08-15 17:52:06,Genuine,88.0,Specific details about delay and driver communication.
REV000087,BK000219,CUST00477,DRV0257,Call 9876543210 for direct booking and skip the app fees,5,2025-10-03 09:38:33,Spam,0.0,Contains phone number and promotional text.
REV000088,BK000222,CUST00069,DRV0017,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-11-28 06:03:25,Genuine,85.0,Specific negative detail with consistent rating.
REV000089,BK000225,CUST01678,DRV0060,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-07-18 02:17:11,Genuine,75.0,"Neutral tone, specific mention of on-time pickup."
REV000090,BK000226,CUST00515,DRV0267,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",4,2025-06-06 03:17:09,Suspicious,35.0,"Highly similar to another review, only city changed."
REV000091,BK000227,CUST01204,DRV0038,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-04-19 07:50:01,Genuine,90.0,Specific route detail mentioned.
REV000092,BK000234,CUST01437,DRV0256,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-04-14 04:52:32,Genuine,85.0,Specific driver knowledge and vehicle condition.
REV000093,BK000236,CUST00655,DRV0216,"Decent ride but the driver took a longer route than necessary, added to the fare.",3,2025-11-02 15:56:20,Genuine,90.0,Specific negative detail about route.
REV000094,BK000238,CUST01007,DRV0079,"Excellent service, driver helped with my luggage and was very professional.",4,2025-05-26 13:13:59,Genuine,90.0,Specific driver assistance mentioned.
REV000095,BK000244,CUST01264,DRV0148,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-03-03 06:10:23,Suspicious,30.0,Exact duplicate of a previous review.
REV000096,BK000245,CUST01519,DRV0348,Driver Edhitha was very polite and the Bike was clean. Reached on time despite traffic near Delhi.,5,2025-05-30 16:59:31,Genuine,95.0,Highly specific driver name and location details.
REV000097,BK000246,CUST00129,DRV0098,"Good experience overall, vehicle was in good condition. Driver knew the Pune routes well.",5,2025-11-05 11:50:54,Genuine,80.0,Specific city and vehicle details.
REV000098,BK000249,CUST00742,DRV0084,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-10-28 02:33:54,Genuine,75.0,"Describes an average, yet specific, experience."
REV000099,BK000254,CUST01295,DRV0005,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-05-10 19:22:11,Suspicious,30.0,Exact duplicate of a previous review.
REV000100,BK000256,CUST01380,DRV0295,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",4,2025-10-26 21:31:50,Suspicious,30.0,Exact duplicate of a previous review.
REV000101,BK000257,CUST01560,DRV0275,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-08-29 07:48:10,Genuine,95.0,Specific details about route and time saved.
REV000102,BK000258,CUST00593,DRV0047,"Excellent service, driver helped with my luggage and was very professional.",4,2025-03-14 13:28:51,Genuine,85.0,Mentions specific helpful action by driver.
REV000103,BK000262,CUST00863,DRV0230,Driver Orinder was very polite and the Prime SUV was clean. Reached on time despite traffic near Hyderabad.,5,2025-03-20 04:13:53,Genuine,98.0,"Highly specific details: driver name, vehicle, location."
REV000104,BK000263,CUST01446,DRV0340,Visit www.bestdeals-ride.com for discount codes!!!,1,2025-01-29 12:52:42,Spam,5.0,Contains promotional URL.
REV000105,BK000264,CUST01389,DRV0244,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",4,2025-08-30 15:28:28,Genuine,88.0,Mentions driver's local knowledge and vehicle condition.
REV000106,BK000270,CUST00650,DRV0062,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-04-05 04:09:40,Genuine,90.0,Specific details about lateness and driver's communication.
REV000107,BK000274,CUST01226,DRV0040,Best driver ever! Best driver ever! Best driver ever!,5,2025-08-22 02:52:39,Suspicious,40.0,Highly repetitive and generic language.
REV000108,BK000276,CUST00462,DRV0189,"Excellent service, driver helped with my luggage and was very professional.",5,2025-10-19 14:42:30,Suspicious,55.0,Identical text to another review.
REV000109,BK000277,CUST00062,DRV0027,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-06-16 21:01:19,Suspicious,55.0,Identical text to another review.
REV000110,BK000279,CUST00890,DRV0251,Call 9876543210 for direct booking and skip the app fees,5,2025-02-16 13:44:48,Spam,5.0,Contains phone number and promotes off-app booking.
REV000111,BK000280,CUST00505,DRV0056,AC wasn't working properly but driver was courteous. Fare was reasonable for 12.5km.,3,2025-05-27 13:33:45,Genuine,90.0,"Specific details on AC, driver, distance."
REV000112,BK000281,CUST00290,DRV0238,"Excellent service, driver helped with my luggage and was very professional.",5,2025-06-03 21:52:16,Genuine,85.0,Specific driver action (helped with luggage).
REV000113,BK000284,CUST00974,DRV0251,nice nice nice nice nice,5,2025-05-20 17:30:01,Suspicious,20.0,"Repetitive, generic language."
REV000114,BK000285,CUST00429,DRV0342,Driver Urmi was very polite and the Bike was clean. Reached on time despite traffic near Mumbai.,5,2025-07-10 03:21:00,Genuine,95.0,"Highly specific details: name, location, vehicle condition."
REV000115,BK000286,CUST01787,DRV0334,"Average ride, nothing special but no complaints either. On time pickup.",4,2025-01-23 08:41:24,Genuine,80.0,"Balanced sentiment, specific pickup time."
REV000116,BK000288,CUST00491,DRV0194,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-02-13 00:35:03,Genuine,90.0,"Specific delay, driver called ahead."
REV000117,BK000289,CUST01123,DRV0150,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-06-04 02:24:38,Genuine,85.0,Specific route detail (flyover) and outcome.
REV000118,BK000290,CUST00516,DRV0244,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-05-10 06:02:42,Suspicious,30.0,Exact duplicate of another review.
REV000119,BK000291,CUST01175,DRV0136,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-02-10 03:38:30,Genuine,90.0,Specific details on vehicle and driver's knowledge.
REV000120,BK000292,CUST01697,DRV0092,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-02-19 21:55:03,Suspicious,10.0,Exact duplicate of multiple reviews.
REV000121,BK000293,CUST01328,DRV0190,Driver Manya was very polite and the Prime SUV was clean. Reached on time despite traffic near Bengaluru.,5,2025-07-03 04:16:45,Genuine,95.0,"Specific driver, vehicle, and location details"
REV000122,BK000298,CUST01130,DRV0228,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-05-14 14:52:16,Genuine,90.0,Specific timing and communication details
REV000123,BK000299,CUST00235,DRV0307,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-03-02 09:29:03,Genuine,90.0,Specific route choice mentioned
REV000124,BK000302,CUST00187,DRV0133,Driver Arunima was very polite and the Mini was clean. Reached on time despite traffic near Pune.,4,2025-01-09 11:56:48,Genuine,95.0,"Specific driver, vehicle, and location details"
REV000125,BK000304,CUST01250,DRV0252,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-08-13 02:47:38,Genuine,90.0,Mentions specific city route knowledge
REV000126,BK000307,CUST01573,DRV0229,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,4,2025-08-30 10:42:52,Suspicious,40.0,Identical review text to another entry
REV000127,BK000308,CUST01642,DRV0271,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-06-02 18:43:56,Suspicious,40.0,Identical review text to another entry
REV000128,BK000310,CUST01785,DRV0341,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.8km.,3,2025-09-13 08:04:06,Genuine,95.0,Specific issue and fare distance details
REV000129,BK000312,CUST01490,DRV0086,"Excellent service, driver helped with my luggage and was very professional.",5,2025-12-14 21:45:50,Genuine,90.0,Specific action of driver mentioned
REV000130,BK000316,CUST01670,DRV0299,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",4,2025-08-29 18:31:08,Suspicious,50.0,"Templated language, very similar to another review"
REV000131,BK000318,CUST00731,DRV0272,"Excellent service, driver helped with my luggage and was very professional.",4,2025-03-10 17:40:55,Suspicious,20.0,Exact text duplicated across multiple reviews
REV000132,BK000323,CUST01079,DRV0055,"Excellent service, driver helped with my luggage and was very professional.",5,2025-01-11 20:03:46,Suspicious,20.0,Exact text duplicated across multiple reviews
REV000133,BK000324,CUST01665,DRV0342,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-04-02 18:19:51,Suspicious,20.0,Exact text duplicated in another review
REV000134,BK000330,CUST01723,DRV0247,"Good experience overall, vehicle was in good condition. Driver knew the Delhi routes well.",5,2025-02-24 03:28:44,Genuine,85.0,Specific details about vehicle and driver knowledge
REV000135,BK000331,CUST01293,DRV0094,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-04-17 01:10:00,Suspicious,20.0,Exact text duplicated in another review
REV000136,BK000332,CUST01266,DRV0253,best app best driver,5,2025-09-18 00:08:45,Suspicious,30.0,Very generic and low specificity praise
REV000137,BK000333,CUST01344,DRV0280,"Excellent service, driver helped with my luggage and was very professional.",4,2025-06-22 04:00:58,Suspicious,20.0,Exact text duplicated across multiple reviews
REV000138,BK000336,CUST01336,DRV0070,"Good experience overall, vehicle was in good condition. Driver knew the Mumbai routes well.",5,2025-07-06 15:55:02,Genuine,85.0,Specific details about vehicle and driver knowledge
REV000139,BK000338,CUST01598,DRV0287,"Smooth ride, driver took the flyover route which saved time. Would book again.",5,2025-08-25 08:47:33,Genuine,90.0,Specific detail about route choice and outcome
REV000140,BK000340,CUST01656,DRV0241,Driver was a bit late by 10 mins but called ahead to inform. Drive was safe and smooth.,3,2025-02-06 03:05:12,Genuine,95.0,Specific details and balanced sentiment matching rating
REV000141,BK000341,CUST01695,DRV0131,"Smooth ride, driver took the flyover route which saved time. Would book again.",4,2025-08-12 04:14:16,Genuine,95.0,Specific route detail mentioned
REV000142,BK000343,CUST01603,DRV0321,AC wasn't working properly but driver was courteous. Fare was reasonable for 1.3km.,4,2025-12-06 23:55:28,Genuine,95.0,"Specific details on AC, driver, and distance"
REV000143,BK000345,CUST00553,DRV0064,Driver Zilmil was very polite and the Mini was clean. Reached on time despite traffic near Mumbai.,5,2025-09-30 11:13:26,Genuine,90.0,"Specific driver name, vehicle type, and location detail"
REV000144,BK000346,CUST01390,DRV0171,"Excellent service, driver helped with my luggage and was very professional.",5,2025-11-26 23:28:07,Genuine,90.0,Specific positive action (helped with luggage)
REV000145,BK000351,CUST01217,DRV0084,"Good experience overall, vehicle was in good condition. Driver knew the Bengaluru routes well.",5,2025-01-12 13:00:55,Genuine,90.0,Specific vehicle condition and route knowledge
REV000146,BK000353,CUST01320,DRV0323,Driver Omaja was very polite and the Auto was clean. Reached on time despite traffic near Mumbai.,4,2025-02-26 23:10:57,Suspicious,50.0,Text highly similar to another review (template use)
REV000147,BK000355,CUST00956,DRV0068,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-08-20 06:50:54,Suspicious,50.0,Text highly similar to another review (template use)
REV000148,BK000359,CUST00005,DRV0163,"Decent ride but the driver took a longer route than necessary, added to the fare.",4,2025-02-24 03:56:11,Genuine,95.0,Specific negative detail about route and fare
REV000149,BK000360,CUST00523,DRV0243,"Average ride, nothing special but no complaints either. On time pickup.",3,2025-08-22 12:34:03,Genuine,80.0,"Neutral, plausible review for 3 stars"
REV000150,BK000365,CUST01449,DRV0108,AC wasn't working properly but driver was courteous. Fare was reasonable for 12.7km.,4,2025-12-20 03:49:25,Suspicious,50.0,Text highly similar to another review (template use)
REV000151,BK000368,CUST01224,DRV0299,AC wasn't working properly but driver was courteous. Fare was reasonable for 3.9km.,3,2025-08-23 07:14:03,Genuine,90.0,"Specific details, balanced sentiment"
REV000152,BK000371,CUST00272,DRV0009,"Excellent service, driver helped with my luggage and was very professional.",4,2025-07-11 15:06:07,Genuine,85.0,"Specific driver action, positive sentiment"
REV000153,BK000372,CUST00845,DRV0223,best app best driver,1,2025-01-16 05:12:06,Suspicious,10.0,"Generic praise, sentiment-rating mismatch"
REV000154,BK000374,CUST01440,DRV0016,"Good experience overall, vehicle was in good condition. Driver knew the Hyderabad routes well.",5,2025-01-03 01:27:13,Genuine,90.0,"Specific details, positive sentiment"
